Starting duty-cycle loop
iteration,frequency_in,frequency_out,resolution_out,ratio,read_val
4,5000,15000,12,0.822,0.8149
0,10000,10000,12,0.28,0.26805
1,10000,10000,12,0.28,0.26515
2,10000,10000,12,0.28,0.2647
3,10000,10000,12,0.28,0.2639
4,10000,10000,12,0.28,0.26545
0,5000,15000,12,0.28,0.2704
1,5000,15000,12,0.28,0.267
2,5000,15000,12,0.28,0.2679
3,5000,15000,12,0.28,0.2703
4,5000,15000,12,0.28,0.269
0,10000,10000,12,0.859,0.84775
1,10000,10000,12,0.859,0.85215
2,10000,10000,12,0.859,0.8525
3,10000,10000,12,0.859,0.85265
4,10000,10000,12,0.859,0.8515
0,5000,15000,12,0.859,0.8544
1,5000,15000,12,0.859,0.8519
2,5000,15000,12,0.859,0.8522
3,5000,15000,12,0.859,0.852
4,5000,15000,12,0.859,0.852
0,10000,10000,12,0.263,0.25685
1,10000,10000,12,0.263,0.2515
2,10000,10000,12,0.263,0.25285
3,10000,10000,12,0.263,0.2515
4,10000,10000,12,0.263,0.2515
0,5000,15000,12,0.263,0.2551
1,5000,15000,12,0.263,0.2453
2,5000,15000,12,0.263,0.2439
3,5000,15000,12,0.263,0.2474
4,5000,15000,12,0.263,0.248
0,10000,10000,12,0.705,0.6882
1,10000,10000,12,0.705,0.68995
2,10000,10000,12,0.705,0.6936
3,10000,10000,12,0.705,0.69
4,10000,10000,12,0.705,0.69225
0,5000,15000,12,0.705,0.692
1,5000,15000,12,0.705,0.6954
2,5000,15000,12,0.705,0.6953
3,5000,15000,12,0.705,0.6951
4,5000,15000,12,0.705,0.695
0,10000,10000,12,0.326,0.31505
1,10000,10000,12,0.326,0.3148
2,10000,10000,12,0.326,0.31165
3,10000,10000,12,0.326,0.31255
4,10000,10000,12,0.326,0.31485
0,5000,15000,12,0.326,0.3174
1,5000,15000,12,0.326,0.3152
2,5000,15000,12,0.326,0.3138
3,5000,15000,12,0.326,0.3153
4,5000,15000,12,0.326,0.3133
0,10000,10000,12,0.853,0.8413
1,10000,10000,12,0.853,0.84615
2,10000,10000,12,0.853,0.8446
3,10000,10000,12,0.853,0.8453
4,10000,10000,12,0.853,0.84605
0,5000,15000,12,0.853,0.842
1,5000,15000,12,0.853,0.848
2,5000,15000,12,0.853,0.8459
3,5000,15000,12,0.853,0.8471
4,5000,15000,12,0.853,0.8458
0,10000,10000,12,0.44,0.43115
1,10000,10000,12,0.44,0.42575
2,10000,10000,12,0.44,0.42595
3,10000,10000,12,0.44,0.42785
4,10000,10000,12,0.44,0.42695
0,5000,15000,12,0.44,0.4268
1,5000,15000,12,0.44,0.4258
2,5000,15000,12,0.44,0.4258
3,5000,15000,12,0.44,0.4258
4,5000,15000,12,0.44,0.4276
0,10000,10000,12,0.445,0.4326
1,10000,10000,12,0.445,0.43365
2,10000,10000,12,0.445,0.4317
3,10000,10000,12,0.445,0.4317
4,10000,10000,12,0.445,0.4319
0,5000,15000,12,0.445,0.4315
1,5000,15000,12,0.445,0.4308
2,5000,15000,12,0.445,0.4299
3,5000,15000,12,0.445,0.4314
4,5000,15000,12,0.445,0.4306
0,10000,10000,12,0.667,0.65265
1,10000,10000,12,0.667,0.65245
2,10000,10000,12,0.667,0.65535
3,10000,10000,12,0.667,0.653
4,10000,10000,12,0.667,0.6518
0,5000,15000,12,0.667,0.6538
1,5000,15000,12,0.667,0.6551
2,5000,15000,12,0.667,0.6553
3,5000,15000,12,0.667,0.6555
4,5000,15000,12,0.667,0.6537
0,10000,10000,12,0.233,0.22555
1,10000,10000,12,0.233,0.22225
2,10000,10000,12,0.233,0.22225
3,10000,10000,12,0.233,0.2237
4,10000,10000,12,0.233,0.2238
0,5000,15000,12,0.233,0.2258
1,5000,15000,12,0.233,0.2253
2,5000,15000,12,0.233,0.2258
3,5000,15000,12,0.233,0.2225
4,5000,15000,12,0.233,0.2227
0,10000,10000,12,0.534,0.51525
1,10000,10000,12,0.534,0.5201
2,10000,10000,12,0.534,0.5164
3,10000,10000,12,0.534,0.5199
4,10000,10000,12,0.534,0.5164
0,5000,15000,12,0.534,0.5159
1,5000,15000,12,0.534,0.518
2,5000,15000,12,0.534,0.5192
3,5000,15000,12,0.534,0.5225
4,5000,15000,12,0.534,0.5235
0,10000,10000,12,0.049,0.0463
1,10000,10000,12,0.049,0.04525
2,10000,10000,12,0.049,0.0453
3,10000,10000,12,0.049,0.0452
4,10000,10000,12,0.049,0.04585
0,5000,15000,12,0.049,0.047
1,5000,15000,12,0.049,0.047
2,5000,15000,12,0.049,0.047
3,5000,15000,12,0.049,0.0463
4,5000,15000,12,0.049,0.047
0,10000,10000,12,0.653,0.63855
1,10000,10000,12,0.653,0.6396
2,10000,10000,12,0.653,0.63835
3,10000,10000,12,0.653,0.64115
4,10000,10000,12,0.653,0.6409
0,5000,15000,12,0.653,0.6385
1,5000,15000,12,0.653,0.6395
2,5000,15000,12,0.653,0.639
3,5000,15000,12,0.653,0.6398
4,5000,15000,12,0.653,0.6408
0,10000,10000,12,0.937,0.93005
1,10000,10000,12,0.937,0.9337
2,10000,10000,12,0.937,0.93315
3,10000,10000,12,0.937,0.9332
4,10000,10000,12,0.937,0.9339
0,5000,15000,12,0.937,0.9295
1,5000,15000,12,0.937,0.9339
2,5000,15000,12,0.937,0.9339
3,5000,15000,12,0.937,0.9338
4,5000,15000,12,0.937,0.9338
0,10000,10000,12,0.029,0.03245
1,10000,10000,12,0.029,0.0271
2,10000,10000,12,0.029,0.0274
3,10000,10000,12,0.029,0.0271
4,10000,10000,12,0.029,0.02705
0,5000,15000,12,0.029,0.028
1,5000,15000,12,0.029,0.0273
2,5000,15000,12,0.029,0.0272
3,5000,15000,12,0.029,0.0268
4,5000,15000,12,0.029,0.0274
0,10000,10000,12,0.736,0.7206
1,10000,10000,12,0.736,0.72405
2,10000,10000,12,0.736,0.72405
3,10000,10000,12,0.736,0.72415
4,10000,10000,12,0.736,0.72665
0,5000,15000,12,0.736,0.7205
1,5000,15000,12,0.736,0.7265
2,5000,15000,12,0.736,0.7279
3,5000,15000,12,0.736,0.7239
4,5000,15000,12,0.736,0.7275
0,10000,10000,12,0.595,0.5828
1,10000,10000,12,0.595,0.58135
2,10000,10000,12,0.595,0.58125
3,10000,10000,12,0.595,0.58115
4,10000,10000,12,0.595,0.5812
0,5000,15000,12,0.595,0.5842
1,5000,15000,12,0.595,0.5814
2,5000,15000,12,0.595,0.5821
3,5000,15000,12,0.595,0.5807
4,5000,15000,12,0.595,0.5807
0,10000,10000,12,0.227,0.21895
1,10000,10000,12,0.227,0.21645
2,10000,10000,12,0.227,0.21645
3,10000,10000,12,0.227,0.21805
4,10000,10000,12,0.227,0.21665
0,5000,15000,12,0.227,0.2198
1,5000,15000,12,0.227,0.2197
2,5000,15000,12,0.227,0.2198
3,5000,15000,12,0.227,0.2166
4,5000,15000,12,0.227,0.2159
0,10000,10000,12,0.878,0.8638
1,10000,10000,12,0.878,0.8685
2,10000,10000,12,0.878,0.8677
3,10000,10000,12,0.878,0.86905
4,10000,10000,12,0.878,0.8686
0,5000,15000,12,0.878,0.8706
1,5000,15000,12,0.878,0.871
2,5000,15000,12,0.878,0.8719
3,5000,15000,12,0.878,0.871
4,5000,15000,12,0.878,0.8716
0,10000,10000,12,0.635,0.6251
1,10000,10000,12,0.635,0.6224
2,10000,10000,12,0.635,0.6224
3,10000,10000,12,0.635,0.62245
4,10000,10000,12,0.635,0.6209
0,5000,15000,12,0.635,0.6255
1,5000,15000,12,0.635,0.6216
2,5000,15000,12,0.635,0.6216
3,5000,15000,12,0.635,0.623
4,5000,15000,12,0.635,0.6215
0,10000,10000,12,0.111,0.10665
1,10000,10000,12,0.111,0.105
2,10000,10000,12,0.111,0.1036
3,10000,10000,12,0.111,0.10485
4,10000,10000,12,0.111,0.10405
0,5000,15000,12,0.111,0.1065
1,5000,15000,12,0.111,0.1061
2,5000,15000,12,0.111,0.1061
3,5000,15000,12,0.111,0.1061
4,5000,15000,12,0.111,0.1061
0,10000,10000,12,0.331,0.31695
1,10000,10000,12,0.331,0.31975
2,10000,10000,12,0.331,0.3197
3,10000,10000,12,0.331,0.3167
4,10000,10000,12,0.331,0.3197
0,5000,15000,12,0.331,0.3185
1,5000,15000,12,0.331,0.3159
2,5000,15000,12,0.331,0.3173
3,5000,15000,12,0.331,0.3177
4,5000,15000,12,0.331,0.3187
0,10000,10000,12,0.257,0.2457
1,10000,10000,12,0.257,0.245
2,10000,10000,12,0.257,0.2451
3,10000,10000,12,0.257,0.24505
4,10000,10000,12,0.257,0.2475
0,5000,15000,12,0.257,0.247
1,5000,15000,12,0.257,0.2484
2,5000,15000,12,0.257,0.2474
3,5000,15000,12,0.257,0.2456
4,5000,15000,12,0.257,0.2453
0,10000,10000,12,0.362,0.34745
1,10000,10000,12,0.362,0.34815
2,10000,10000,12,0.362,0.3489
3,10000,10000,12,0.362,0.3489
4,10000,10000,12,0.362,0.3468
0,5000,15000,12,0.362,0.3494
1,5000,15000,12,0.362,0.3507
2,5000,15000,12,0.362,0.3493
3,5000,15000,12,0.362,0.3499
4,5000,15000,12,0.362,0.3504
0,10000,10000,12,0.281,0.2687
1,10000,10000,12,0.281,0.268
2,10000,10000,12,0.281,0.26895
3,10000,10000,12,0.281,0.2681
4,10000,10000,12,0.281,0.268
0,5000,15000,12,0.281,0.2701
1,5000,15000,12,0.281,0.2716
2,5000,15000,12,0.281,0.2716
3,5000,15000,12,0.281,0.2717
4,5000,15000,12,0.281,0.2717
0,10000,10000,12,0.061,0.0585
1,10000,10000,12,0.061,0.0582
2,10000,10000,12,0.061,0.0588
3,10000,10000,12,0.061,0.05825
4,10000,10000,12,0.061,0.0582
0,5000,15000,12,0.061,0.0612
1,5000,15000,12,0.061,0.06
2,5000,15000,12,0.061,0.0599
3,5000,15000,12,0.061,0.0603
4,5000,15000,12,0.061,0.0602
0,10000,10000,12,0.679,0.6643
1,10000,10000,12,0.679,0.6664
2,10000,10000,12,0.679,0.6643
3,10000,10000,12,0.679,0.66795
4,10000,10000,12,0.679,0.66605
0,5000,15000,12,0.679,0.6671
1,5000,15000,12,0.679,0.666
2,5000,15000,12,0.679,0.6669
3,5000,15000,12,0.679,0.6662
4,5000,15000,12,0.679,0.6672
0,10000,10000,12,0.669,0.6575
1,10000,10000,12,0.669,0.65705
2,10000,10000,12,0.669,0.6558
3,10000,10000,12,0.669,0.65775
4,10000,10000,12,0.669,0.6557
0,5000,15000,12,0.669,0.6555
1,5000,15000,12,0.669,0.6574
2,5000,15000,12,0.669,0.6573
3,5000,15000,12,0.669,0.6575
4,5000,15000,12,0.669,0.6563
0,10000,10000,12,0.705,0.6909
1,10000,10000,12,0.705,0.68985
2,10000,10000,12,0.705,0.69325
3,10000,10000,12,0.705,0.69215
4,10000,10000,12,0.705,0.6907
0,5000,15000,12,0.705,0.6936
1,5000,15000,12,0.705,0.6952
2,5000,15000,12,0.705,0.6953
3,5000,15000,12,0.705,0.6955
4,5000,15000,12,0.705,0.6964
0,10000,10000,12,0.992,0.9879
1,10000,10000,12,0.992,0.9911
2,10000,10000,12,0.992,0.9911
3,10000,10000,12,0.992,0.99125
4,10000,10000,12,0.992,0.9912
0,5000,15000,12,0.992,0.9916
1,5000,15000,12,0.992,0.9915
2,5000,15000,12,0.992,0.9914
3,5000,15000,12,0.992,0.9916
4,5000,15000,12,0.992,0.9917
0,10000,10000,12,0.626,0.617
1,10000,10000,12,0.626,0.6127
2,10000,10000,12,0.626,0.6128
3,10000,10000,12,0.626,0.61275
4,10000,10000,12,0.626,0.6128
0,5000,15000,12,0.626,0.6135
1,5000,15000,12,0.626,0.6124
2,5000,15000,12,0.626,0.6145
3,5000,15000,12,0.626,0.6145
4,5000,15000,12,0.626,0.614
0,10000,10000,12,0.758,0.74575
1,10000,10000,12,0.758,0.7487
2,10000,10000,12,0.758,0.74725
3,10000,10000,12,0.758,0.7473
4,10000,10000,12,0.758,0.74725
0,5000,15000,12,0.758,0.7465
1,5000,15000,12,0.758,0.7484
2,5000,15000,12,0.758,0.7468
3,5000,15000,12,0.758,0.7499
4,5000,15000,12,0.758,0.7514
0,10000,10000,12,0.238,0.23105
1,10000,10000,12,0.238,0.2268
2,10000,10000,12,0.238,0.22685
3,10000,10000,12,0.238,0.2283
4,10000,10000,12,0.238,0.22845
0,5000,15000,12,0.238,0.2331
1,5000,15000,12,0.238,0.2274
2,5000,15000,12,0.238,0.2271
3,5000,15000,12,0.238,0.2299
4,5000,15000,12,0.238,0.2304
0,10000,10000,12,0.246,0.2366
1,10000,10000,12,0.246,0.23575
2,10000,10000,12,0.246,0.2359
3,10000,10000,12,0.246,0.23635
4,10000,10000,12,0.246,0.2374
0,5000,15000,12,0.246,0.2354
1,5000,15000,12,0.246,0.2357
2,5000,15000,12,0.246,0.2353
3,5000,15000,12,0.246,0.2369
4,5000,15000,12,0.246,0.2381
0,10000,10000,12,0.61,0.5953
1,10000,10000,12,0.61,0.5974
2,10000,10000,12,0.61,0.59685
3,10000,10000,12,0.61,0.59735
4,10000,10000,12,0.61,0.5973
0,5000,15000,12,0.61,0.5985
1,5000,15000,12,0.61,0.5958
2,5000,15000,12,0.61,0.5972
3,5000,15000,12,0.61,0.5958
4,5000,15000,12,0.61,0.5971
0,10000,10000,12,0.66,0.64835
1,10000,10000,12,0.66,0.64675
2,10000,10000,12,0.66,0.6481
3,10000,10000,12,0.66,0.6489
4,10000,10000,12,0.66,0.64885
0,5000,15000,12,0.66,0.6474
1,5000,15000,12,0.66,0.6467
2,5000,15000,12,0.66,0.648
3,5000,15000,12,0.66,0.6466
4,5000,15000,12,0.66,0.6455
0,10000,10000,12,0.174,0.1692
1,10000,10000,12,0.174,0.1659
2,10000,10000,12,0.174,0.16595
3,10000,10000,12,0.174,0.166
4,10000,10000,12,0.174,0.1659
0,5000,15000,12,0.174,0.1678
1,5000,15000,12,0.174,0.1656
2,5000,15000,12,0.174,0.1661
3,5000,15000,12,0.174,0.1657
4,5000,15000,12,0.174,0.1659
0,10000,10000,12,0.308,0.2954
1,10000,10000,12,0.308,0.2959
2,10000,10000,12,0.308,0.2979
3,10000,10000,12,0.308,0.29485
4,10000,10000,12,0.308,0.2972
0,5000,15000,12,0.308,0.2974
1,5000,15000,12,0.308,0.2981
2,5000,15000,12,0.308,0.2966
3,5000,15000,12,0.308,0.2981
4,5000,15000,12,0.308,0.2961
0,10000,10000,12,0.21,0.2009
1,10000,10000,12,0.21,0.201
2,10000,10000,12,0.21,0.20055
3,10000,10000,12,0.21,0.2004
4,10000,10000,12,0.21,0.201
0,5000,15000,12,0.21,0.2017
1,5000,15000,12,0.21,0.2018
2,5000,15000,12,0.21,0.1989
3,5000,15000,12,0.21,0.2028
4,5000,15000,12,0.21,0.2025
0,10000,10000,12,0.335,0.32085
1,10000,10000,12,0.335,0.32345
2,10000,10000,12,0.335,0.3234
3,10000,10000,12,0.335,0.32
4,10000,10000,12,0.335,0.3234
0,5000,15000,12,0.335,0.323
1,5000,15000,12,0.335,0.3212
2,5000,15000,12,0.335,0.3229
3,5000,15000,12,0.335,0.3243
4,5000,15000,12,0.335,0.3239
0,10000,10000,12,0.652,0.6375
1,10000,10000,12,0.652,0.6401
2,10000,10000,12,0.652,0.63995
3,10000,10000,12,0.652,0.63845
4,10000,10000,12,0.652,0.64015
0,5000,15000,12,0.652,0.6338
1,5000,15000,12,0.652,0.639
2,5000,15000,12,0.652,0.6385
3,5000,15000,12,0.652,0.6385
4,5000,15000,12,0.652,0.6376
0,10000,10000,12,0.622,0.6058
1,10000,10000,12,0.622,0.6055
2,10000,10000,12,0.622,0.60505
3,10000,10000,12,0.622,0.60525
4,10000,10000,12,0.622,0.60565
0,5000,15000,12,0.622,0.609
1,5000,15000,12,0.622,0.6086
2,5000,15000,12,0.622,0.6093
3,5000,15000,12,0.622,0.6107
4,5000,15000,12,0.622,0.6086
0,10000,10000,12,0.398,0.38675
1,10000,10000,12,0.398,0.3843
2,10000,10000,12,0.398,0.3843
3,10000,10000,12,0.398,0.38435
4,10000,10000,12,0.398,0.38445
0,5000,15000,12,0.398,0.3827
1,5000,15000,12,0.398,0.3841
2,5000,15000,12,0.398,0.3836
3,5000,15000,12,0.398,0.3842
4,5000,15000,12,0.398,0.3836
0,10000,10000,12,0.011,0.01125
1,10000,10000,12,0.011,0.01135
2,10000,10000,12,0.011,0.0113
3,10000,10000,12,0.011,0.0113
4,10000,10000,12,0.011,0.01135
0,5000,15000,12,0.011,0.0107
1,5000,15000,12,0.011,0.0095
2,5000,15000,12,0.011,0.0094
3,5000,15000,12,0.011,0.0094
4,5000,15000,12,0.011,0.0096
0,10000,10000,12,0.17,0.1631
1,10000,10000,12,0.17,0.16245
2,10000,10000,12,0.17,0.1624
3,10000,10000,12,0.17,0.16245
4,10000,10000,12,0.17,0.16235
0,5000,15000,12,0.17,0.1631
1,5000,15000,12,0.17,0.1631
2,5000,15000,12,0.17,0.1652
3,5000,15000,12,0.17,0.1632
4,5000,15000,12,0.17,0.165
0,10000,10000,12,0.829,0.8166
1,10000,10000,12,0.829,0.8211
2,10000,10000,12,0.829,0.82115
3,10000,10000,12,0.829,0.82115
4,10000,10000,12,0.829,0.8199
0,5000,15000,12,0.829,0.8217
1,5000,15000,12,0.829,0.8199
2,5000,15000,12,0.829,0.8199
3,5000,15000,12,0.829,0.8205
4,5000,15000,12,0.829,0.82
0,10000,10000,12,0.857,0.8502
1,10000,10000,12,0.857,0.85055
2,10000,10000,12,0.857,0.84895
3,10000,10000,12,0.857,0.85055
4,10000,10000,12,0.857,0.84975
0,5000,15000,12,0.857,0.8484
1,5000,15000,12,0.857,0.8486
2,5000,15000,12,0.857,0.8485
3,5000,15000,12,0.857,0.8486
4,5000,15000,12,0.857,0.8488
0,10000,10000,12,0.692,0.6824
1,10000,10000,12,0.692,0.6788
2,10000,10000,12,0.692,0.68
3,10000,10000,12,0.692,0.68195
4,10000,10000,12,0.692,0.6788
0,5000,15000,12,0.692,0.6831
1,5000,15000,12,0.692,0.6808
2,5000,15000,12,0.692,0.6781
3,5000,15000,12,0.692,0.6807
4,5000,15000,12,0.692,0.679
0,10000,10000,12,0.533,0.51815
1,10000,10000,12,0.533,0.5203
2,10000,10000,12,0.533,0.5164
3,10000,10000,12,0.533,0.5198
4,10000,10000,12,0.533,0.5165
0,5000,15000,12,0.533,0.5189
1,5000,15000,12,0.533,0.5179
2,5000,15000,12,0.533,0.5177
3,5000,15000,12,0.533,0.5163
4,5000,15000,12,0.533,0.5177
0,10000,10000,12,0.648,0.63465
1,10000,10000,12,0.648,0.6348
2,10000,10000,12,0.648,0.63385
3,10000,10000,12,0.648,0.6359
4,10000,10000,12,0.648,0.63595
0,5000,15000,12,0.648,0.6285
1,5000,15000,12,0.648,0.6297
2,5000,15000,12,0.648,0.632
3,5000,15000,12,0.648,0.63
4,5000,15000,12,0.648,0.633
0,10000,10000,12,0.566,0.55265
1,10000,10000,12,0.566,0.5525
2,10000,10000,12,0.566,0.5536
3,10000,10000,12,0.566,0.5517
4,10000,10000,12,0.566,0.55155
0,5000,15000,12,0.566,0.5531
1,5000,15000,12,0.566,0.5497
2,5000,15000,12,0.566,0.552
3,5000,15000,12,0.566,0.5492
4,5000,15000,12,0.566,0.5506
0,10000,10000,12,0.274,0.26545
1,10000,10000,12,0.274,0.2637
2,10000,10000,12,0.274,0.26605
3,10000,10000,12,0.274,0.2632
4,10000,10000,12,0.274,0.26365
0,5000,15000,12,0.274,0.265
1,5000,15000,12,0.274,0.264
2,5000,15000,12,0.274,0.2649
3,5000,15000,12,0.274,0.265
4,5000,15000,12,0.274,0.2638
0,10000,10000,12,0.606,0.59095
1,10000,10000,12,0.606,0.59295
2,10000,10000,12,0.606,0.59285
3,10000,10000,12,0.606,0.5926
4,10000,10000,12,0.606,0.59295
0,5000,15000,12,0.606,0.5921
1,5000,15000,12,0.606,0.5942
2,5000,15000,12,0.606,0.5936
3,5000,15000,12,0.606,0.5921
4,5000,15000,12,0.606,0.5922
0,10000,10000,12,0.542,0.5269
1,10000,10000,12,0.542,0.52835
2,10000,10000,12,0.542,0.5263
3,10000,10000,12,0.542,0.5275
4,10000,10000,12,0.542,0.52795
0,5000,15000,12,0.542,0.5279
1,5000,15000,12,0.542,0.5284
2,5000,15000,12,0.542,0.5283
3,5000,15000,12,0.542,0.5255
4,5000,15000,12,0.542,0.5255
0,10000,10000,12,0.342,0.3296
1,10000,10000,12,0.342,0.3305
2,10000,10000,12,0.342,0.32735
3,10000,10000,12,0.342,0.32835
4,10000,10000,12,0.342,0.3305
0,5000,15000,12,0.342,0.3308
1,5000,15000,12,0.342,0.3312
2,5000,15000,12,0.342,0.3298
3,5000,15000,12,0.342,0.3312
4,5000,15000,12,0.342,0.3287
0,10000,10000,12,0.48,0.4646
1,10000,10000,12,0.48,0.46475
2,10000,10000,12,0.48,0.46665
3,10000,10000,12,0.48,0.4645
4,10000,10000,12,0.48,0.4639
0,5000,15000,12,0.48,0.4713
1,5000,15000,12,0.48,0.4703
2,5000,15000,12,0.48,0.4668
3,5000,15000,12,0.48,0.467
4,5000,15000,12,0.48,0.4697
0,10000,10000,12,0.29,0.2782
1,10000,10000,12,0.29,0.27685
2,10000,10000,12,0.29,0.2799
3,10000,10000,12,0.29,0.27685
4,10000,10000,12,0.29,0.2799
0,5000,15000,12,0.29,0.2777
1,5000,15000,12,0.29,0.2763
2,5000,15000,12,0.29,0.2757
3,5000,15000,12,0.29,0.2759
4,5000,15000,12,0.29,0.2766
0,10000,10000,12,0.954,0.94565
1,10000,10000,12,0.954,0.95205
2,10000,10000,12,0.954,0.9519
3,10000,10000,12,0.954,0.95165
4,10000,10000,12,0.954,0.95165
0,5000,15000,12,0.954,0.9416
1,5000,15000,12,0.954,0.9513
2,5000,15000,12,0.954,0.9514
3,5000,15000,12,0.954,0.9513
4,5000,15000,12,0.954,0.9514
0,10000,10000,12,0.664,0.6553
1,10000,10000,12,0.664,0.65195
2,10000,10000,12,0.664,0.6501
3,10000,10000,12,0.664,0.6523
4,10000,10000,12,0.664,0.6524
0,5000,15000,12,0.664,0.6515
1,5000,15000,12,0.664,0.651
2,5000,15000,12,0.664,0.6514
3,5000,15000,12,0.664,0.6512
4,5000,15000,12,0.664,0.6499
0,10000,10000,12,0.98,0.97505
1,10000,10000,12,0.98,0.97855
2,10000,10000,12,0.98,0.9785
3,10000,10000,12,0.98,0.97845
4,10000,10000,12,0.98,0.97845
0,5000,15000,12,0.98,0.9747
1,5000,15000,12,0.98,0.9793
2,5000,15000,12,0.98,0.979
3,5000,15000,12,0.98,0.9794
4,5000,15000,12,0.98,0.979
0,10000,10000,12,0.09,0.0914
1,10000,10000,12,0.09,0.08595
2,10000,10000,12,0.09,0.085
3,10000,10000,12,0.09,0.08555
4,10000,10000,12,0.09,0.08595
0,5000,15000,12,0.09,0.0879
1,5000,15000,12,0.09,0.0857
2,5000,15000,12,0.09,0.0858
3,5000,15000,12,0.09,0.0858
4,5000,15000,12,0.09,0.0859
0,10000,10000,12,0.518,0.5068
1,10000,10000,12,0.518,0.5057
2,10000,10000,12,0.518,0.5017
3,10000,10000,12,0.518,0.5059
4,10000,10000,12,0.518,0.5017
0,5000,15000,12,0.518,0.4959
1,5000,15000,12,0.518,0.4982
2,5000,15000,12,0.518,0.4969
3,5000,15000,12,0.518,0.5026
4,5000,15000,12,0.518,0.5054
0,10000,10000,12,0.883,0.8732
1,10000,10000,12,0.883,0.8759
2,10000,10000,12,0.883,0.87605
3,10000,10000,12,0.883,0.87605
4,10000,10000,12,0.883,0.87725
0,5000,15000,12,0.883,0.8734
1,5000,15000,12,0.883,0.8768
2,5000,15000,12,0.883,0.8768
3,5000,15000,12,0.883,0.8768
4,5000,15000,12,0.883,0.8766
0,10000,10000,12,0.21,0.2058
1,10000,10000,12,0.21,0.201
2,10000,10000,12,0.21,0.2008
3,10000,10000,12,0.21,0.20075
4,10000,10000,12,0.21,0.201
0,5000,15000,12,0.21,0.21
1,5000,15000,12,0.21,0.2005
2,5000,15000,12,0.21,0.2033
3,5000,15000,12,0.21,0.2003
4,5000,15000,12,0.21,0.2011
0,10000,10000,12,0.045,0.04285
1,10000,10000,12,0.045,0.0434
2,10000,10000,12,0.045,0.0429
3,10000,10000,12,0.045,0.04285
4,10000,10000,12,0.045,0.04285
0,5000,15000,12,0.045,0.0431
1,5000,15000,12,0.045,0.0432
2,5000,15000,12,0.045,0.0425
3,5000,15000,12,0.045,0.0432
4,5000,15000,12,0.045,0.0432
0,10000,10000,12,0.196,0.1871
1,10000,10000,12,0.196,0.1865
2,10000,10000,12,0.196,0.18645
3,10000,10000,12,0.196,0.1863
4,10000,10000,12,0.196,0.1865
0,5000,15000,12,0.196,0.19
1,5000,15000,12,0.196,0.1899
2,5000,15000,12,0.196,0.1871
3,5000,15000,12,0.196,0.1878
4,5000,15000,12,0.196,0.1899
0,10000,10000,12,0.385,0.37145
1,10000,10000,12,0.385,0.37115
2,10000,10000,12,0.385,0.37105
3,10000,10000,12,0.385,0.37105
4,10000,10000,12,0.385,0.37105
0,5000,15000,12,0.385,0.3726
1,5000,15000,12,0.385,0.3721
2,5000,15000,12,0.385,0.3726
3,5000,15000,12,0.385,0.3726
4,5000,15000,12,0.385,0.3735
0,10000,10000,12,0.979,0.97115
1,10000,10000,12,0.979,0.97735
2,10000,10000,12,0.979,0.97735
3,10000,10000,12,0.979,0.9773
4,10000,10000,12,0.979,0.97735
0,5000,15000,12,0.979,0.9746
1,5000,15000,12,0.979,0.9775
2,5000,15000,12,0.979,0.9778
3,5000,15000,12,0.979,0.9775
4,5000,15000,12,0.979,0.9782
0,10000,10000,12,0.923,0.9192
1,10000,10000,12,0.923,0.91845
2,10000,10000,12,0.923,0.9185
3,10000,10000,12,0.923,0.91945
4,10000,10000,12,0.923,0.9185
0,5000,15000,12,0.923,0.9186
1,5000,15000,12,0.923,0.9187
2,5000,15000,12,0.923,0.9188
3,5000,15000,12,0.923,0.9187
4,5000,15000,12,0.923,0.9187
0,10000,10000,12,0.735,0.7254
1,10000,10000,12,0.735,0.7233
2,10000,10000,12,0.735,0.7238
3,10000,10000,12,0.735,0.725
4,10000,10000,12,0.735,0.7232
0,5000,15000,12,0.735,0.7256
1,5000,15000,12,0.735,0.7251
2,5000,15000,12,0.735,0.7226
3,5000,15000,12,0.735,0.7251
4,5000,15000,12,0.735,0.7239
0,10000,10000,12,0.473,0.4612
1,10000,10000,12,0.473,0.4579
2,10000,10000,12,0.473,0.4572
3,10000,10000,12,0.473,0.46015
4,10000,10000,12,0.473,0.45885
0,5000,15000,12,0.473,0.4592
1,5000,15000,12,0.473,0.4578
2,5000,15000,12,0.473,0.4552
3,5000,15000,12,0.473,0.4597
4,5000,15000,12,0.473,0.4574
0,10000,10000,12,0.639,0.62495
1,10000,10000,12,0.639,0.6266
2,10000,10000,12,0.639,0.626
3,10000,10000,12,0.639,0.6248
4,10000,10000,12,0.639,0.62485
0,5000,15000,12,0.639,0.6274
1,5000,15000,12,0.639,0.63
2,5000,15000,12,0.639,0.6293
3,5000,15000,12,0.639,0.629
4,5000,15000,12,0.639,0.6285
0,10000,10000,12,0.777,0.76555
1,10000,10000,12,0.777,0.7672
2,10000,10000,12,0.777,0.7683
3,10000,10000,12,0.777,0.76725
4,10000,10000,12,0.777,0.76715
0,5000,15000,12,0.777,0.7639
1,5000,15000,12,0.777,0.7627
2,5000,15000,12,0.777,0.7616
3,5000,15000,12,0.777,0.7604
4,5000,15000,12,0.777,0.7623
0,10000,10000,12,0.507,0.4946
1,10000,10000,12,0.507,0.4911
2,10000,10000,12,0.507,0.4953
3,10000,10000,12,0.507,0.491
4,10000,10000,12,0.507,0.4929
0,5000,15000,12,0.507,0.4997
